"代码","名称","市场","行业分类","分类来源"
"688766","普冉股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688766&sdate=1990-01-01&edate=2026-07-24）"
"688783","西安奕材","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688783&sdate=1990-01-01&edate=2026-07-24）"
"688785","恒运昌","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688785&sdate=1990-01-01&edate=2026-07-24）"
"688790","昂瑞微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688790&sdate=1990-01-01&edate=2026-07-24）"
"688795","摩尔线程","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688795&sdate=1990-01-01&edate=2026-07-24）"
"688797","臻宝科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688797&sdate=1990-01-01&edate=2026-07-24）"
"688798","艾为电子","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688798&sdate=1990-01-01&edate=2026-07-24）"
"688802","沐曦股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688802&sdate=1990-01-01&edate=2026-07-24）"
"688807","优迅股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688807&sdate=1990-01-01&edate=2026-07-24）"
"688809","强一股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688809&sdate=1990-01-01&edate=2026-07-24）"
"688820","盛合晶微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688820&sdate=1990-01-01&edate=2026-07-24）"
"688981","中芯国际","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688981&sdate=1990-01-01&edate=2026-07-24）"
"920012","创达新材","北交所","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=920012&sdate=1990-01-01&edate=2026-07-24）"
"920139","华岭股份","北交所","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=920139&sdate=1990-01-01&edate=2026-07-24）"
"920179","凯德石英","北交所","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=920179&sdate=1990-01-01&edate=2026-07-24）"
"920186","中科仪","北交所","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=920186&sdate=1990-01-01&edate=2026-07-24）"
"920189","康美特","北交所","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=920189&sdate=1990-01-01&edate=2026-07-24）"
